u,i,ts,label,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,i_0,i_1,i_2,i_3,i_4,i_5,i_6,i_7
7,3,3576,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3,3580,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,3580,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3,3580,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,3580,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,3,3580,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5,3,3580,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6,3,3580,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,3,3580,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3,3584,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,3584,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3,3584,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,3584,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,1,3584,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,1,3584,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,3,3584,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,3,3584,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3,3588,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,3588,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,3,3588,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,3588,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,1,3588,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,1,3588,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,2,3588,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7,1,3588,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,3592,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,3592,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,3592,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,3592,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,1,3592,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,1,3592,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,0,3592,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,1,3592,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,4,3596,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,3596,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,3596,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,3596,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,0,3596,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,1,3596,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,0,3596,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,4,3596,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,3600,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,4,3600,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,3600,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,4,3600,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4,0,3600,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,4,3600,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6,0,3600,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,0,3600,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,4,3604,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,3604,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,3,3604,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,3604,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,0,3604,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,1,3604,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,0,3604,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,2,3604,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,2,3608,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,3608,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3,3608,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,3608,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,3,3608,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5,1,3608,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,3,3608,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,2,3608,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,3612,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,3612,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,3612,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,3612,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,4,3612,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5,1,3612,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,2,3612,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7,3,3612,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,3616,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,3616,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2,3616,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,2,3616,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,4,3616,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5,0,3616,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,0,3616,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,1,3616,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,3620,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,3620,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2,3620,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,4,3620,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4,0,3620,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,0,3620,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,0,3620,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,1,3620,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,3624,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,3624,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2,3624,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,3624,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,0,3624,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,0,3624,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,0,3624,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,1,3624,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,3628,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,3628,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,3628,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,3628,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,0,3628,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,1,3628,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,3,3628,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,1,3628,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,3632,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,3632,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,3632,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,3632,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,1,3632,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,1,3632,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,3,3632,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,1,3632,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,3636,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,3636,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,3636,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,3636,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,4,3636,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5,1,3636,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,1,3636,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7,1,3636,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,3640,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,3640,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,3,3640,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1,3640,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,4,3640,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5,1,3640,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,1,3640,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7,2,3640,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,3644,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,3644,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,3644,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0,3644,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,3,3644,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5,0,3644,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,0,3644,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,1,3644,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,3648,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,3648,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,3648,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0,3648,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,0,3648,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,0,3648,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,0,3648,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,1,3648,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,3652,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,3652,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,3652,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0,3652,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,0,3652,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,0,3652,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,0,3652,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,3,3652,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,3656,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,3656,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,3656,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0,3656,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,0,3656,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,0,3656,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,0,3656,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,3,3656,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,3660,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,3660,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,3660,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0,3660,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,0,3660,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,0,3660,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,0,3660,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,1,3660,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,3664,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,3664,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,3664,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0,3664,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,0,3664,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,0,3664,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,0,3664,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,1,3664,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,3668,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,3668,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,3668,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0,3668,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,0,3668,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,3,3668,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6,0,3668,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,1,3668,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,4,3672,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3,3672,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,3672,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,1,3672,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,2,3672,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5,1,3672,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,1,3672,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7,4,3672,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,3676,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,3676,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,3676,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,3676,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,4,3676,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5,1,3676,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,1,3676,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7,4,3676,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,3680,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,3680,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,3680,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,3680,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,4,3680,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5,1,3680,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,1,3680,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7,0,3680,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,3,3684,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,3684,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3,3684,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,3684,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,0,3684,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,1,3684,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,0,3684,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,3,3684,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3,3688,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,3688,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3,3688,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,3688,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,0,3688,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,1,3688,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,3,3688,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,3,3688,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3,3692,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,3692,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2,3692,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3,3692,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,1,3692,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,1,3692,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,3,3692,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,3,3692,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,3696,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,3696,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2,3696,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3,3696,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,1,3696,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,1,3696,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,3,3696,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,0,3696,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,3700,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,3700,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,4,3700,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3,3,3700,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,1,3700,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,2,3700,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6,0,3700,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,0,3700,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,3704,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,3704,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3,3704,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,3704,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,0,3704,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,3,3704,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6,0,3704,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,0,3704,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,3708,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,3708,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3,3708,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,3708,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,0,3708,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,3,3708,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6,0,3708,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,0,3708,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,3712,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,3712,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3,3712,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,3712,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,0,3712,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,3,3712,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6,0,3712,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,0,3712,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,3716,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,3716,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3,3716,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,3716,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,1,3716,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,3,3716,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6,3,3716,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,0,3716,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,3720,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,3720,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2,3720,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3,3720,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,1,3720,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,3,3720,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6,0,3720,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,0,3720,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,3724,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,3724,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,3724,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,3724,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,1,3724,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,0,3724,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,0,3724,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,0,3724,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,3,3728,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,3728,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,3728,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,3728,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,1,3728,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,0,3728,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,0,3728,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,2,3728,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,2,3732,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,3732,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,3732,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,2,3732,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,1,3732,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,2,3732,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6,2,3732,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7,2,3732,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,2,3736,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,3736,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,3736,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,2,3736,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,1,3736,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,4,3736,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6,2,3736,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7,2,3736,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,4,3740,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3,3740,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
