u,i,ts,label,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,i_0,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10
0,5,20620,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,20620,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20620,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20620,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20620,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,5,20620,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,20620,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,4,20620,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,20624,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20624,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20624,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20624,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20624,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,2,20624,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,20624,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,4,20624,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,4,20628,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,20628,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20628,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20628,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,5,20628,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0,20628,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20628,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20628,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,2,20632,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5,20632,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,20632,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20632,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20632,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20632,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20632,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20632,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,2,20636,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5,20636,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,20636,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,20636,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,20636,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,4,20636,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0,20636,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20636,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20640,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,20640,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,20640,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20640,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20640,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,2,20640,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,20640,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20640,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20644,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,20644,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,20644,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20644,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2,20644,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,20644,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20644,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,3,20644,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,20648,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,20648,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,20648,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20648,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2,20648,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,20648,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20648,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,4,20648,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,20652,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,20652,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,20652,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20652,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2,20652,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,20652,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20652,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,5,20652,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,20656,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,20656,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,20656,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0,20656,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2,20656,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,20656,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20656,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,5,20656,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,4,20660,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,20660,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2,20660,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0,20660,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2,20660,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,20660,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20660,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,5,20660,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,4,20664,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5,20664,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,20664,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0,20664,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2,20664,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,20664,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20664,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,5,20664,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,4,20668,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,20668,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,5,20668,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,20668,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,4,20668,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0,20668,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20668,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20668,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20672,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20672,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20672,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20672,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,4,20672,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0,20672,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20672,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20672,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20676,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20676,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20676,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20676,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,4,20676,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0,20676,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20676,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20676,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20680,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20680,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20680,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,20680,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,5,20680,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0,20680,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20680,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20680,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20684,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20684,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20684,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,20684,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,2,20684,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,20684,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20684,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20684,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,4,20688,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,20688,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20688,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20688,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2,20688,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,20688,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20688,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20688,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20692,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20692,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20692,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20692,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2,20692,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,20692,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20692,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20692,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20696,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20696,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20696,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20696,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20696,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20696,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20696,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20696,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20700,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20700,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20700,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20700,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20700,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20700,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20700,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20700,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20704,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20704,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20704,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2,20704,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,0,20704,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20704,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20704,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20704,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20708,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20708,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,4,20708,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,4,20708,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,20708,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,4,20708,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6,1,20708,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7,0,20708,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,2,20712,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,20712,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,4,20712,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,4,20712,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,20712,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20712,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1,20712,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7,0,20712,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,2,20716,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,20716,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,4,20716,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,4,20716,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,20716,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20716,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1,20716,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7,0,20716,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20720,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20720,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,4,20720,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,4,20720,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,20720,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,5,20720,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,1,20720,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7,0,20720,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20724,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20724,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20724,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,3,20724,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,0,20724,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20724,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1,20724,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7,0,20724,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20728,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4,20728,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,20728,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,3,20728,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,2,20728,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,4,20728,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6,1,20728,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7,0,20728,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20732,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20732,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20732,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,20732,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,20732,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,2,20732,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6,2,20732,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7,4,20732,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,2,20736,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,20736,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20736,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2,20736,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,0,20736,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20736,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20736,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20736,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,2,20740,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,20740,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20740,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,5,20740,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,2,20740,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,20740,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,20740,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20740,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,2,20744,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,20744,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20744,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20744,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2,20744,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,2,20744,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,20744,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,20744,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,2,20748,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,20748,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20748,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20748,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20748,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,5,20748,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,4,20748,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,0,20748,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,5,20752,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,20752,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,20752,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20752,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20752,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,3,20752,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6,4,20752,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,0,20752,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,20756,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4,20756,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,4,20756,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,20756,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,20756,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,20756,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,4,20756,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7,3,20756,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,20760,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4,20760,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2,20760,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
